factor_id,version,market,layer,status,family,indicator,mechanism,horizon,horizon_bucket,complexity,exactness,formula_canonical,explanation,fields,operators,warning,formula_original,formula_latest,migration_changes,formula_changed,operators_latest,fields_latest,uses_extended_operators,uses_research_operators,unknown_operators,wrong_market_fields,latest_readiness,latest_tier,duplicate_of,pandas_smoke_status,pandas_48bar_notna,pandas_48bar_all_nan,pandas_820bar_recheck,validation_note,availability_tier,source_library,v8_audit_status,v8_runtime_status,v8_tail_finite_ratio,v8_tail_unique,direction_hint,removal_reasons,exhaustive_runtime_audit
pv_v4_aext_0009,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,5,ultra_short,basic,exact_composite,"rank(ts_mean(where(high >= high_limit * 0.999, 1.0, 0.0), 5))",5日触及涨停频率,"high,high_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(where(high >= high_limit * 0.999, 1.0, 0.0), 5))","rank(ts_mean(where(high >= high_limit * 0.999, 1.0, 0.0), 5))",,False,"rank,ts_mean,where","high,high_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0010,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,10,short,basic,exact_composite,"rank(ts_mean(safe_div_null(close - low_limit, close), 10))",10日距离跌停价的平均安全空间,"close,low_limit","rank,safe_div_null,ts_mean",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(safe_div_null(close - low_limit, close), 10))","rank(ts_mean(safe_div_null(close - low_limit, close), 10))",,False,"rank,safe_div_null,ts_mean","close,low_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0011,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,60,medium,basic,exact_composite,"-rank(ts_mean(where(is_suspend, 1.0, 0.0), 60))",60日停牌比例,is_suspend,"rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"-rank(ts_mean(where(is_suspend, 1.0, 0.0), 60))","-rank(ts_mean(where(is_suspend, 1.0, 0.0), 60))",,False,"rank,ts_mean,where",is_suspend,,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0012,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,120,long,basic,exact_composite,"-rank(ts_mean(safe_div_null(high_limit - close, close), 120))",120日距离涨停价的平均距离,"close,high_limit","rank,safe_div_null,ts_mean",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"-rank(ts_mean(safe_div_null(high_limit - close, close), 120))","-rank(ts_mean(safe_div_null(high_limit - close, close), 120))",,False,"rank,safe_div_null,ts_mean","close,high_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0013,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,3,ultra_short,basic,exact_composite,"-rank(ts_mean(safe_div_null(high_limit - close, close), 3))",3日距离涨停价的平均距离,"close,high_limit","rank,safe_div_null,ts_mean",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"-rank(ts_mean(safe_div_null(high_limit - close, close), 3))","-rank(ts_mean(safe_div_null(high_limit - close, close), 3))",,False,"rank,safe_div_null,ts_mean","close,high_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0014,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,10,short,basic,exact_composite,"-rank(ts_mean(where(close <= low_limit * 1.001, 1.0, 0.0), 10))",10日收盘跌停频率,"close,low_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"-rank(ts_mean(where(close <= low_limit * 1.001, 1.0, 0.0), 10))","-rank(ts_mean(where(close <= low_limit * 1.001, 1.0, 0.0), 10))",,False,"rank,ts_mean,where","close,low_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0015,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,40,medium,basic,exact_composite,"-rank(ts_mean(where(low <= low_limit * 1.001, 1.0, 0.0), 40))",40日触及跌停频率,"low,low_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"-rank(ts_mean(where(low <= low_limit * 1.001, 1.0, 0.0), 40))","-rank(ts_mean(where(low <= low_limit * 1.001, 1.0, 0.0), 40))",,False,"rank,ts_mean,where","low,low_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0016,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,120,long,basic,exact_composite,"rank(ts_mean(where(high >= high_limit * 0.999, 1.0, 0.0), 120))",120日触及涨停频率,"high,high_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(where(high >= high_limit * 0.999, 1.0, 0.0), 120))","rank(ts_mean(where(high >= high_limit * 0.999, 1.0, 0.0), 120))",,False,"rank,ts_mean,where","high,high_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0017,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,5,ultra_short,basic,exact_composite,"rank(ts_mean(safe_div_null(close - low_limit, high_limit - low_limit), 5))",5日收盘在涨跌停区间的平均位置,"close,high_limit,low_limit","rank,safe_div_null,ts_mean",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(safe_div_null(close - low_limit, high_limit - low_limit), 5))","rank(ts_mean(safe_div_null(close - low_limit, high_limit - low_limit), 5))",,False,"rank,safe_div_null,ts_mean","close,high_limit,low_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0018,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,10,short,basic,exact_composite,"-rank(ts_mean(where(is_suspend, 1.0, 0.0), 10))",10日停牌比例,is_suspend,"rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"-rank(ts_mean(where(is_suspend, 1.0, 0.0), 10))","-rank(ts_mean(where(is_suspend, 1.0, 0.0), 10))",,False,"rank,ts_mean,where",is_suspend,,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0019,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,40,medium,basic,exact_composite,"rank(ts_mean(where(high >= high_limit * 0.999, 1.0, 0.0), 40))",40日触及涨停频率,"high,high_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(where(high >= high_limit * 0.999, 1.0, 0.0), 40))","rank(ts_mean(where(high >= high_limit * 0.999, 1.0, 0.0), 40))",,False,"rank,ts_mean,where","high,high_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0020,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,252,long,basic,exact_composite,"-rank(ts_mean(safe_div_null(high_limit - close, close), 252))",252日距离涨停价的平均距离,"close,high_limit","rank,safe_div_null,ts_mean",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"-rank(ts_mean(safe_div_null(high_limit - close, close), 252))","-rank(ts_mean(safe_div_null(high_limit - close, close), 252))",,False,"rank,safe_div_null,ts_mean","close,high_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0021,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,3,ultra_short,basic,exact_composite,"rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 3))",3日收盘涨停频率,"close,high_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 3))","rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 3))",,False,"rank,ts_mean,where","close,high_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0022,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,20,short,basic,exact_composite,"-rank(ts_mean(where(is_suspend, 1.0, 0.0), 20))",20日停牌比例,is_suspend,"rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"-rank(ts_mean(where(is_suspend, 1.0, 0.0), 20))","-rank(ts_mean(where(is_suspend, 1.0, 0.0), 20))",,False,"rank,ts_mean,where",is_suspend,,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0023,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,60,medium,basic,exact_composite,"rank(ts_mean(safe_div_null(close - low_limit, high_limit - low_limit), 60))",60日收盘在涨跌停区间的平均位置,"close,high_limit,low_limit","rank,safe_div_null,ts_mean",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(safe_div_null(close - low_limit, high_limit - low_limit), 60))","rank(ts_mean(safe_div_null(close - low_limit, high_limit - low_limit), 60))",,False,"rank,safe_div_null,ts_mean","close,high_limit,low_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0024,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,120,long,basic,exact_composite,"rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 120))",120日收盘涨停频率,"close,high_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 120))","rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 120))",,False,"rank,ts_mean,where","close,high_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0025,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,3,ultra_short,basic,exact_composite,"rank(ts_mean(safe_div_null(close - low_limit, close), 3))",3日距离跌停价的平均安全空间,"close,low_limit","rank,safe_div_null,ts_mean",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(safe_div_null(close - low_limit, close), 3))","rank(ts_mean(safe_div_null(close - low_limit, close), 3))",,False,"rank,safe_div_null,ts_mean","close,low_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0026,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,10,short,basic,exact_composite,"rank(ts_mean(safe_div_null(close - low_limit, high_limit - low_limit), 10))",10日收盘在涨跌停区间的平均位置,"close,high_limit,low_limit","rank,safe_div_null,ts_mean",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(safe_div_null(close - low_limit, high_limit - low_limit), 10))","rank(ts_mean(safe_div_null(close - low_limit, high_limit - low_limit), 10))",,False,"rank,safe_div_null,ts_mean","close,high_limit,low_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0027,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,60,medium,basic,exact_composite,"rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 60))",60日收盘涨停频率,"close,high_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 60))","rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 60))",,False,"rank,ts_mean,where","close,high_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0028,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,252,long,basic,exact_composite,"rank(ts_mean(where(high >= high_limit * 0.999, 1.0, 0.0), 252))",252日触及涨停频率,"high,high_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(where(high >= high_limit * 0.999, 1.0, 0.0), 252))","rank(ts_mean(where(high >= high_limit * 0.999, 1.0, 0.0), 252))",,False,"rank,ts_mean,where","high,high_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0029,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,3,ultra_short,basic,exact_composite,"-rank(ts_mean(where(low <= low_limit * 1.001, 1.0, 0.0), 3))",3日触及跌停频率,"low,low_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"-rank(ts_mean(where(low <= low_limit * 1.001, 1.0, 0.0), 3))","-rank(ts_mean(where(low <= low_limit * 1.001, 1.0, 0.0), 3))",,False,"rank,ts_mean,where","low,low_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0030,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,20,short,basic,exact_composite,"-rank(ts_mean(where(close <= low_limit * 1.001, 1.0, 0.0), 20))",20日收盘跌停频率,"close,low_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"-rank(ts_mean(where(close <= low_limit * 1.001, 1.0, 0.0), 20))","-rank(ts_mean(where(close <= low_limit * 1.001, 1.0, 0.0), 20))",,False,"rank,ts_mean,where","close,low_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0031,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,40,medium,basic,exact_composite,"-rank(ts_mean(where(is_suspend, 1.0, 0.0), 40))",40日停牌比例,is_suspend,"rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"-rank(ts_mean(where(is_suspend, 1.0, 0.0), 40))","-rank(ts_mean(where(is_suspend, 1.0, 0.0), 40))",,False,"rank,ts_mean,where",is_suspend,,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0032,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,120,long,basic,exact_composite,"rank(ts_mean(safe_div_null(close - low_limit, close), 120))",120日距离跌停价的平均安全空间,"close,low_limit","rank,safe_div_null,ts_mean",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(safe_div_null(close - low_limit, close), 120))","rank(ts_mean(safe_div_null(close - low_limit, close), 120))",,False,"rank,safe_div_null,ts_mean","close,low_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0033,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,5,ultra_short,basic,exact_composite,"rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 5))",5日收盘涨停频率,"close,high_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 5))","rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 5))",,False,"rank,ts_mean,where","close,high_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
pv_v4_aext_0034,V4,A,field_pending,field_registration_required,a_limit_suspend_extension,,,10,short,basic,exact_composite,"rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 10))",10日收盘涨停频率,"close,high_limit","rank,ts_mean,where",Requires registering high_limit/low_limit/is_suspend in the FactorEngine field governance and mapping DataAccess output_names.,"rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 10))","rank(ts_mean(where(close >= high_limit * 0.999, 1.0, 0.0), 10))",,False,"rank,ts_mean,where","close,high_limit",,,,,field_pending,strict_daily_core,,pass,240,False,not_required,latest DSL parse passed,core,web_v4_v5_v6,,,,,,not_production_ready:field_pending,
