factor_name,source,pool,domain,ic,rank_ic,source_formula,lqtp_formula,fe_formula,lqtp_notes,fe_notes
factor_size_gated_book_yield,fundamental,qualified,,0.012513460729377687,0.02050676071582465,"book_yield = 1/pb_lf; small_signal = book_yield * max(0, 1 - debttoassets/100); large_signal = book_yield * max(0, roe_ttm2/100); final = if size_small: small_signal, else if size_large: large_signal, else book_yield; then cs_rank","book_yield = 1/pb_lf; small_signal = book_yield * max(0, 1 - debttoassets/100); large_signal = book_yield * max(0, roe_ttm2/100); final = if size_small: small_signal, else if size_large: large_signal, else book_yield; then cs_rank","book_yield = 1/pb_lf; small_signal = book_yield * flex_max(0, 1 - debttoassets/100); large_signal = book_yield * flex_max(0, roe_ttm2/100); final = if size_small: small_signal, else if size_large: large_signal, else book_yield; then cs_rank",,
factor_ts_size_adaptive_value,fundamental,qualified,,0.013348258735808858,0.039927105797582026,"If rolling size percentile > 0.7: 1/pe_ttm. If < 0.3: (1/pb_lf) * max(1 - debttoassets/100, 0). Else average of both.","If rolling size percentile > 0.7: 1/pe_ttm. If < 0.3: (1/pb_lf) * max(1 - debttoassets/100, 0). Else average of both.","If rolling size percentile > 0.7: 1/pe_ttm. If < 0.3: (1/pb_lf) * flex_max(1 - debttoassets/100, 0). Else average of both.",,
factor_size_adaptive_value_blend,fundamental,qualified,,0.01518647286118539,0.041038690703582244,Small: (1/pb)*(1-debt/assets); Large: (1/pe)*(1+ROE); blend via sigmoid(size_rank),Small: (1/pb)*(1-debt/assets); Large: (1/pe)*(1+ROE); blend via sigmoid(size_rank),Small: (1/pb)*(1-debt/assets); Large: (1/pe)*(1+ROE); blend via sigmoid(size_rank),,
factor_improving_quality_value,fundamental,qualified,,0.012534048491629828,0.03419802116713493,"composite = (1/pb_lf) * (1 + clip((roe_ttm2/100 - lag4(roe_ttm2/100)), -0.9, 10)) * (1 + clip(qfa_yoygr/100, -0.9, 10))","composite = (1/pb_lf) * (1 + clip((roe_ttm2/100 - lag4(roe_ttm2/100)), -0.9, 10)) * (1 + clip(qfa_yoygr/100, -0.9, 10))","composite = (1/pb_lf) * (1 + clip((roe_ttm2/100 - lag4(roe_ttm2/100)), -0.9, 10)) * (1 + clip(qfa_yoygr/100, -0.9, 10))","Textual non-executable: lagN (variable delay, use Python code); Unconverted: ['lag4']","Textual non-executable: lagN (variable delay, use Python code); Unconverted: ['lag4']"
factor_delevered_roe_liquidity_gated,fundamental,qualified,,0.011444790876759868,0.011503124726705715,roe_ttm2 * (1 - debttoassets/100) * (liquidity_high ? 1.0 : 0.5),roe_ttm2 * (1 - debttoassets/100) * (liquidity_high ? 1.0 : 0.5),roe_ttm2 * (1 - debttoassets/100) * (liquidity_high ? 1.0 : 0.5),,
factor_size_trend_value_short,fundamental,qualified,,0.013410628622334168,0.0315224539439957,cheapness = 1/pe_ttm; size_dev = (ln(mkt_cap_float) - MA40(ln(mkt_cap_float))) / MA40(ln(mkt_cap_float)); signal = cheapness * -size_dev,"cheapness = 1/pe_ttm; size_dev = (log(mkt_cap_float) - ts_mean(40, log(mkt_cap_float))) / ts_mean(40, log(mkt_cap_float)); signal = cheapness * -size_dev","cheapness = 1/pe_ttm; size_dev = (log(mkt_cap_float) - ts_mean(40, log(mkt_cap_float))) / ts_mean(40, log(mkt_cap_float)); signal = cheapness * -size_dev",,
factor_leveraged_sales_yield,fundamental,qualified,,0.009295154476281577,0.024534718688025415,"(1/ps_ttm) * clip(1 - debttoassets/100, 0, 1), forward-filled","(1/ps_ttm) * clip(1 - debttoassets/100, 0, 1), forward-filled","(1/ps_ttm) * clip(1 - debttoassets/100, 0, 1), forward-filled",,
factor_sales_yield_leverage_adjusted,fundamental,qualified,,0.009291241076576112,0.024533197365266032,"(1/ps_ttm) * clip(1 - debttoassets/100, 0, 1)","(1/ps_ttm) * clip(1 - debttoassets/100, 0, 1)","(1/ps_ttm) * clip(1 - debttoassets/100, 0, 1)",,
factor_size_trend_value,fundamental,qualified,,0.013762660419212402,0.033094780759115004,size_trend_value = cheapness * -((log_size - MA60(log_size)) / MA60(log_size)),"size_trend_value = cheapness * -((log_size - ts_mean(60, log_size)) / ts_mean(60, log_size))","size_trend_value = cheapness * -((log_size - ts_mean(60, log_size)) / ts_mean(60, log_size))",,
factor_size_trend_value_quality,fundamental,qualified,,0.01364586680998749,0.03274032135406853,signal = cheapness * (-size_dev) * (1 + roe/100),signal = cheapness * (-size_dev) * (1 + roe/100),signal = cheapness * (-size_dev) * (1 + roe/100),,
factor_book_yield_adjusted_for_leverage,fundamental,qualified,,0.012067743912607547,0.03739065043663339,factor = (1/pb_lf) / (1 + debttoassets/100),factor = (1/pb_lf) / (1 + debttoassets/100),factor = (1/pb_lf) / (1 + debttoassets/100),,
factor_book_yield_adjusted_for_smooth_leverage,fundamental,qualified,,0.012004383996032306,0.037360846453796254,"factor = (1/pb_lf) / (1 + rolling_mean(debttoassets/100, 4))","factor = (1/pb_lf) / (1 + ts_mean(4, debttoassets/100))","factor = (1/pb_lf) / (1 + ts_mean(4, debttoassets/100))",,
factor_book_attention,fundamental,qualified,,0.009750088095037971,0.04202951666320781,"1/pb_lf * (1 - ts_rank(free_turn,20))","1/pb_lf * (1 - ts_rank(free_turn,20))","1/pb_lf * (1 - ts_rank(free_turn,20))",,
factor_size_gated_float_conditioned_cheapness,fundamental,qualified,,0.011310484421538744,0.03470444481206248,if large: (1/pb_lf) / log(1+free_float_shares); else: (1/pb_lf) / log(1+free_float_shares) * 1/(1+debttoassets/100),if large: (1/pb_lf) / log(1+free_float_shares); else: (1/pb_lf) / log(1+free_float_shares) * 1/(1+debttoassets/100),if large: (1/pb_lf) / log(1+free_float_shares); else: (1/pb_lf) / log(1+free_float_shares) * 1/(1+debttoassets/100),,
factor_value_small_size_quality_filter,fundamental,qualified,,0.012278013414322124,0.039234281539158936,"PB_cheapness = 1 / pb_lf; if mkt_cap_float < rolling_median(mkt_cap_float, 252) AND roe_ttm2 <= 0 then nan else PB_cheapness","PB_cheapness = 1 / pb_lf; if mkt_cap_float < ts_median(252, mkt_cap_float) AND roe_ttm2 <= 0 then nan else PB_cheapness","PB_cheapness = 1 / pb_lf; if mkt_cap_float < ts_median(252, mkt_cap_float) AND roe_ttm2 <= 0 then nan else PB_cheapness",,
factor_growth_adjusted_earnings_yield_rolling,fundamental,qualified,,0.00905343070404743,0.024160738138502707,rank_trailing(1/pe_ttm) * (1 + rank_trailing(forecast_incap_chgr_mid)),rank_trailing(1/pe_ttm) * (1 + rank_trailing(forecast_incap_chgr_mid)),rank_trailing(1/pe_ttm) * (1 + rank_trailing(forecast_incap_chgr_mid)),Unconverted: ['rank_trailing'],Unconverted: ['rank_trailing']
factor_ts_size_adaptive_earnings_book,fundamental,qualified,,0.009158387919799626,0.033475386754854584,"If time-series size_z > 0: 1/pe_ttm else: (1/pb_lf) * max(0, 1 - debttoassets/100)","If time-series size_z > 0: 1/pe_ttm else: (1/pb_lf) * max(0, 1 - debttoassets/100)","If time-series size_z > 0: 1/pe_ttm else: (1/pb_lf) * flex_max(0, 1 - debttoassets/100)",,
factor_value_quality_growth_sales_yield,fundamental,qualified,,0.0004165223401149397,-0.0003630343479564656,,,,,
factor_high_volume_amount_weighted_squared_impact,minute,elite,minute-mutation,0.04660803022507264,0.09975594804835157,Amount-weighted mean of squared close returns on minutes with volume > 1.5σ above mean,Amount-weighted mean of squared close returns on minutes with volume > 1.5σ above mean,Amount-weighted mean of squared close returns on minutes with volume > 1.5σ above mean,,
factor_high_volume_squared_return_weighted_impact,minute,elite,minute-mutation,0.04660803022507264,0.09975594804835157,Amount-weighted mean of squared minute returns during high-volume minutes (volume > 1.5σ above mean),Amount-weighted mean of squared minute returns during high-volume minutes (volume > 1.5σ above mean),Amount-weighted mean of squared minute returns during high-volume minutes (volume > 1.5σ above mean),Unconverted: ['minutes'],Unconverted: ['minutes']
factor_amount_weighted_impact,minute,elite,minute-amount-impact,0.05553418861722232,0.10272882330337357,"amount_weighted_mean(|close_price.pct_change()|, amount, TradingDay)","amount_weighted_mean(|close_price.ts_pct()|, amount, TradingDay)","amount_weighted_mean(|close_price.ts_pct()|, amount, TradingDay)",,
factor_amount_weighted_impact,minute,elite,minute-amount-impact,0.055534188617222306,0.10272882330337357,Amount-weighted mean of absolute minute returns,Amount-weighted mean of absolute minute returns,Amount-weighted mean of absolute minute returns,,
factor_high_volume_volume_weighted_squared_impact,minute,qualified,minute-mutation,0.0468352260839867,0.09967653920284929,Volume-weighted mean of squared close returns on minutes with volume > 1.5σ above mean,Volume-weighted mean of squared close returns on minutes with volume > 1.5σ above mean,Volume-weighted mean of squared close returns on minutes with volume > 1.5σ above mean,,
factor_amount_weighted_squared_impact,minute,qualified,minute-mutation,0.053974295815826495,0.1056667885125283,"amount_weighted_mean(close_price.pct_change()^2, amount, TradingDay)","amount_weighted_mean(close_price.ts_pct()^2, amount, TradingDay)","amount_weighted_mean(close_price.ts_pct()^2, amount, TradingDay)",,
factor_volume_weighted_squared_impact,minute,qualified,minute-mutation,0.0538172511625965,0.10552641916178758,"volume_weighted_mean(close_price.pct_change()^2, volume, TradingDay)","volume_weighted_mean(close_price.ts_pct()^2, volume, TradingDay)","volume_weighted_mean(close_price.ts_pct()^2, volume, TradingDay)",,
factor_vwap_squared_deviation_intensity,minute,qualified,minutemutation,0.022128636691685757,0.06051340511833471,,,,,
factor_vwap_deviation_intensity_squared_amount_weighted,minute,qualified,minutemutation,0.02204990034105271,0.06050779633547814,,,,,
factor_skew_intraday_range,minute,qualified,minute-robust-shape,0.037528070224502275,0.06286083644494746,"daily_skew(ifnan(get('high')-get('low'), 0.0))","daily_skew(<ifnan>(get('high')-get('low'), 0.0))","daily_skew(<ifnan>(get('high')-get('low'), 0.0))","Textual non-executable: daily_skew (pandas method, not LQTP executable); ifnan (pandas method, not LQTP executable); Unconverted: ['daily_skew']","Textual non-executable: daily_skew (pandas method, not LQTP executable); ifnan (pandas method, not LQTP executable); Unconverted: ['daily_skew']"
factor_volume_weighted_impact,minute,qualified,minute-mutation,0.055539506932959,0.10261010379811392,"volume_weighted_mean(|close_price.pct_change()|, volume, TradingDay)","volume_weighted_mean(|close_price.ts_pct()|, volume, TradingDay)","volume_weighted_mean(|close_price.ts_pct()|, volume, TradingDay)",,
factor_high_volume_amount_weighted_impact,minute,qualified,minute-crossover,0.044691868276881465,0.09343132750860433,Amount-weighted mean of absolute minute returns on high-volume minutes (volume > 1.5σ above mean),Amount-weighted mean of absolute minute returns on high-volume minutes (volume > 1.5σ above mean),Amount-weighted mean of absolute minute returns on high-volume minutes (volume > 1.5σ above mean),Unconverted: ['minutes'],Unconverted: ['minutes']
factor_skew_weighted_volume_event_intensity,minute,qualified,minute-crossover,0.03008313582971678,0.03301277426192978,,,,,
factor_skew_weighted_volume_event_intensity_close,minute,qualified,minute-mutation,0.03008313582971678,0.03301277426192978,,,,,
factor_vwap_deviation,minute,qualified,minute-price-deviation,0.032998785765884366,0.03859245996599544,"daily_last(vwap_deviation(get('close'), get('volume'), get('amount')))","daily_last(vwap_deviation(get('close'), get('volume'), get('amount')))","daily_last(vwap_deviation(get('close'), get('volume'), get('amount')))","Textual non-executable: daily_last (pandas method, not LQTP executable); vwap_deviation (custom function, not in LQTP); Unconverted: ['daily_last', 'vwap_deviation']","Textual non-executable: daily_last (pandas method, not LQTP executable); vwap_deviation (custom function, not in LQTP); Unconverted: ['daily_last', 'vwap_deviation']"
factor_vwap_deviation_end_of_day,minute,qualified,minute-evolution,0.04144848481609325,0.04171558538078831,"daily_last(vwap_deviation(get('close'), get('volume'), get('amount')))","daily_last(vwap_deviation(get('close'), get('volume'), get('amount')))","daily_last(vwap_deviation(get('close'), get('volume'), get('amount')))","Textual non-executable: daily_last (pandas method, not LQTP executable); vwap_deviation (custom function, not in LQTP); Unconverted: ['daily_last', 'vwap_deviation']","Textual non-executable: daily_last (pandas method, not LQTP executable); vwap_deviation (custom function, not in LQTP); Unconverted: ['daily_last', 'vwap_deviation']"
factor_minute_range_skew,minute,qualified,minute-robust-shape,0.022271427280751738,0.03700765829080023,daily_skew(get('high')-get('low')),daily_skew(get('high')-get('low')),daily_skew(get('high')-get('low')),"Textual non-executable: daily_skew (pandas method, not LQTP executable); Unconverted: ['daily_skew']","Textual non-executable: daily_skew (pandas method, not LQTP executable); Unconverted: ['daily_skew']"
factor_std_ret,minute,qualified,minute-conditional-volatility,0.0468972372967361,0.07593153422639928,daily_std(pct_change(get('close'))),daily_std(ts_pct(get('close'))),daily_std(ts_pct(get('close'))),"Textual non-executable: daily_std (pandas method, not LQTP executable); Unconverted: ['daily_std']","Textual non-executable: daily_std (pandas method, not LQTP executable); Unconverted: ['daily_std']"
factor_kurt_volume_std,minute,qualified,minute-robust-shape,0.018437963701051413,0.04734704359779915,"daily_kurt(ts_std(get('volume'), 20))","daily_kurt(ts_std(get('volume'), 20))","daily_kurt(ts_std(get('volume'), 20))",Unconverted: ['daily_kurt'],Unconverted: ['daily_kurt']
factor_minute_mutation_skew_mean,minute,qualified,minute-price-deviation,0.012679937375845916,0.02074578008566782,"daily_mean(m_skew(get('close'), 390))","<daily_mean>(m_skew(get('close'), 390))","<daily_mean>(m_skew(get('close'), 390))",Unconverted: ['m_skew'],Unconverted: ['m_skew']
factor_minute_price_deviation_zscore_mean,minute,qualified,minute-price-deviation,0.01713489913194288,0.03512099501322726,"daily_mean(m_zscore(get('close'), 390))","<daily_mean>(m_zscore(get('close'), 390))","<daily_mean>(m_zscore(get('close'), 390))",Unconverted: ['m_zscore'],Unconverted: ['m_zscore']
factor_minute_corr_cond_vol_median,minute,qualified,minute-evolution,-0.025653201621999584,0.06008819715322294,"daily_std(where(get('volume') > m_median(get('volume'), 20), ifnan(correlation(get('amount'), get('volume'), 20), 0.0)))","daily_std(where(get('volume') > ts_median(20, get('volume')), <ifnan>(correlation(get('amount'), get('volume'), 20), 0.0)))","daily_std(where(get('volume') > ts_median(20, get('volume')), <ifnan>(correlation(get('amount'), get('volume'), 20), 0.0)))","Textual non-executable: daily_std (pandas method, not LQTP executable); ifnan (pandas method, not LQTP executable); Unconverted: ['correlation', 'daily_std']","Textual non-executable: daily_std (pandas method, not LQTP executable); ifnan (pandas method, not LQTP executable); Unconverted: ['correlation', 'daily_std']"
factor_minute_cond_vol_corr_std,minute,qualified,minute-evolution,-0.025653201621999584,0.06008819715322294,"daily_std(where(get('volume') > m_median(get('volume'), 20), ts_corr(get('amount'), get('volume'), 20)))","daily_std(where(get('volume') > ts_median(20, get('volume')), ts_corr(get('amount'), get('volume'), 20)))","daily_std(where(get('volume') > ts_median(20, get('volume')), ts_corr(get('amount'), get('volume'), 20)))","Textual non-executable: daily_std (pandas method, not LQTP executable); Unconverted: ['daily_std']","Textual non-executable: daily_std (pandas method, not LQTP executable); Unconverted: ['daily_std']"
factor_amount_volume_corr,minute,qualified,minute-amount-impact,-0.02313163004623568,0.05092421729202155,"daily_corr(get('amount'), get('volume'))","daily_corr(get('amount'), get('volume'))","daily_corr(get('amount'), get('volume'))","Textual non-executable: daily_corr (pandas method, not LQTP executable); Unconverted: ['daily_corr']","Textual non-executable: daily_corr (pandas method, not LQTP executable); Unconverted: ['daily_corr']"
factor_vol_ret_corr,minute,qualified,minute-amount-impact,0.004774771756349483,0.011826900093460144,"daily_corr(get('volume'), ifnan(pct_change(get('close')), 0.0))","daily_corr(get('volume'), <ifnan>(pct_change(get('close')), 0.0)","daily_corr(get('volume'), <ifnan>(pct_change(get('close')), 0.0)","Textual non-executable: daily_corr (pandas method, not LQTP executable); ifnan (pandas method, not LQTP executable); Unconverted: ['daily_corr']","Textual non-executable: daily_corr (pandas method, not LQTP executable); ifnan (pandas method, not LQTP executable); Unconverted: ['daily_corr']"
factor_volume_delta_corr,minute,qualified,minute-amount-impact,0.004431901787559671,0.011372320125834218,"daily_corr(get('volume'), ifnan(delta(get('close'), 1), 0.0))","daily_corr(get('volume'), <ifnan>(delta(get('close'), 1), 0.0).0))","daily_corr(get('volume'), <ifnan>(delta(get('close'), 1), 0.0).0))","Textual non-executable: daily_corr (pandas method, not LQTP executable); ifnan (pandas method, not LQTP executable); Unconverted: ['daily_corr']","Textual non-executable: daily_corr (pandas method, not LQTP executable); ifnan (pandas method, not LQTP executable); Unconverted: ['daily_corr']"
factor_persistence,original,elite,,0.040174841091050885,0.07434394161171248,"-MA(|d(r)|, 10)","-ts_mean(10, |d(r)|)","-ts_mean(10, |d(r)|)",Unconverted: ['d'],Unconverted: ['d']
factor_volatility_regime_momentum,original,elite,,0.01984680388827997,0.023802726620157803,"-regime * momentum, where regime = 1 if rolling_std(ret,20) > rolling_median(rolling_std(ret,20),60) else -1, momentum = 12-day return","-regime * momentum, where regime = 1 if ts_std(20, ret) > ts_median(60, rolling_std(ret,20))e -1, momentum = 12-day return","-regime * momentum, where regime = 1 if ts_std(20, ret) > ts_median(60, rolling_std(ret,20))e -1, momentum = 12-day return",,
factor_stable_symmetry_reinforced,original,elite,,0.024936240587004062,0.04056193252744139,symmetry = (lower_shadow - upper_shadow) / (lower_shadow + upper_shadow); ts_rank_{20}(symmetry) * (volume / rolling_mean_{20}(volume)) * ewm_span21(|pct_change|),"symmetry = (lower_shadow - upper_shadow) / (lower_shadow + upper_shadow); ts_rank_{20}(symmetry) * (volume / rolling_mean_{20}(volume)) * ema(21, |pct_change|)","symmetry = (lower_shadow - upper_shadow) / (lower_shadow + upper_shadow); ts_rank_{20}(symmetry) * (volume / rolling_mean_{20}(volume)) * ema(21, |pct_change|)",,
factor_lagret_vol_trend_gated_v2,original,elite,,0.025261282703287955,0.03926393483231598,EMA5( (close/shift5-1) * log(volume/EMA10(volume)) * (1+ATR10/close) * (1.25 if resvol_high else 0.85) ),"ema(5, (close/shift5-1) * log(volume/EMA10(volume)) * (1+ATR10/close) * (1.25 if resvol_high else 0.85))","ema(5, (close/shift5-1) * log(volume/EMA10(volume)) * (1+ATR10/close) * (1.25 if resvol_high else 0.85))",Unconverted: ['EMA10'],Unconverted: ['EMA10']
factor_lagret_vol_trend_gated,original,elite,,0.02646808717004208,0.04035021578840231,EMA5( (close/shift5-1) * log(volume/EMA20(volume)) * (1+ATR20/close) * (1.3 if resvol_high else 0.9) ),"ema(5, (close/shift5-1) * log(volume/EMA20(volume)) * (1+ATR20/close) * (1.3 if resvol_high else 0.9))","ema(5, (close/shift5-1) * log(volume/EMA20(volume)) * (1+ATR20/close) * (1.3 if resvol_high else 0.9))",Unconverted: ['EMA20'],Unconverted: ['EMA20']
factor_volume_pressure_reversal,original,elite,,0.023346011723116185,0.0357047745565051,"-ret_5d * (volume / SMA(volume,20))","-ret_5d * (volume / ts_mean(20, volume))","-ret_5d * (volume / ts_mean(20, volume))",,
